Data,Quant. de Vendas,Forma de Pagamento,Loja,GMV,Estado,Tipo de Vendas
9/18/2020,16,TipoB,Parceiro10,"R$3,925.70",Amazonas,Não Promocional
9/18/2020,11,TipoA,Parceiro9,"R$1,572.05",Mato Grosso do Sul,Não Promocional
9/18/2020,17,TipoC,Parceiro12,"R$1,809.94",Rio Grande do Sul,Não Promocional
9/18/2020,14,TipoC,Parceiro12,"R$1,658.59",Minas Gerais,Não Promocional
9/18/2020,13,TipoB,Parceiro7,"R$2,673.13",Amazonas,Não Promocional
9/18/2020,11,TipoA,Parceiro6,"R$2,449.35",Ceará,Não Promocional
9/18/2020,5,TipoB,Parceiro12,"R$2,193.29",Piauí,Não Promocional
9/18/2020,6,TipoC,Parceiro13,"R$2,993.61",Rio Grande do Sul,Não Promocional
9/18/2020,6,TipoA,Parceiro13,"R$2,599.25",Pará,Não Promocional
9/18/2020,3,TipoA,Parceiro5,"R$1,145.28",Paraíba,Não Promocional
9/18/2020,3,TipoA,Parceiro11,"R$3,304.60",Goiás,Não Promocional
9/18/2020,6,TipoB,Parceiro7,"R$3,348.72",Minas Gerais,Não Promocional
9/18/2020,3,TipoB,Parceiro1,"R$2,653.68",Mato Grosso,Não Promocional
9/18/2020,6,TipoB,Parceiro1,"R$1,641.27",Goiás,Não Promocional
9/18/2020,3,TipoA,Parceiro12,"R$2,441.17",Amapá,Não Promocional
9/18/2020,6,TipoB,Parceiro13,"R$1,761.78",Paraíba,Não Promocional
9/18/2020,3,TipoB,Parceiro4,"R$1,464.93",Piauí,Não Promocional
9/18/2020,3,TipoC,Parceiro2,"R$3,255.53",Acre,Não Promocional
9/18/2020,6,TipoA,Parceiro4,"R$1,229.59",Paraná,Não Promocional
9/18/2020,4,TipoB,Parceiro4,"R$3,203.61",Bahia,Não Promocional
9/18/2020,4,TipoB,Parceiro13,"R$3,809.54",Santa Catarina,Não Promocional
9/18/2020,6,TipoC,Parceiro12,"R$3,488.69",Maranhão,Não Promocional
9/18/2020,4,TipoA,Parceiro11,"R$1,026.89",Amapá,Não Promocional
9/18/2020,5,TipoB,Parceiro5,R$424.18,Ceará,Não Promocional
9/18/2020,5,TipoA,Parceiro6,R$83.84,Roraima,Não Promocional
9/18/2020,5,TipoB,Parceiro11,R$405.75,Ceará,Não Promocional
9/18/2020,4,TipoB,Parceiro6,"R$3,833.92",Piauí,Não Promocional
9/18/2020,4,TipoB,Parceiro3,"R$1,400.22",Rio Grande do Sul,Não Promocional
9/18/2020,4,TipoA,Parceiro7,"R$1,996.83",Mato Grosso,Não Promocional
9/18/2020,5,TipoA,Parceiro10,"R$1,710.26",Sergipe,Não Promocional
9/18/2020,6,TipoC,Parceiro4,"R$1,963.13",Roraima,Não Promocional
9/18/2020,3,TipoC,Parceiro11,"R$3,407.53",Rio Grande do Sul,Não Promocional
9/18/2020,6,TipoB,Parceiro1,"R$1,953.64",Roraima,Não Promocional
9/18/2020,5,TipoA,Parceiro4,R$673.10,Acre,Não Promocional
9/18/2020,4,TipoA,Parceiro10,"R$1,111.44",Sergipe,Não Promocional
9/18/2020,3,TipoC,Parceiro1,R$848.33,Maranhão,Não Promocional
9/18/2020,3,TipoB,Parceiro11,R$548.74,Espírito Santo,Não Promocional
9/18/2020,3,TipoA,Parceiro3,R$354.96,Alagoas,Não Promocional
9/18/2020,6,TipoC,Parceiro14,R$59.18,Paraíba,Não Promocional
9/18/2020,5,TipoC,Parceiro14,"R$2,946.53",Espírito Santo,Não Promocional
9/18/2020,3,TipoB,Parceiro8,"R$1,885.22",Paraíba,Não Promocional
9/18/2020,5,TipoC,Parceiro12,"R$2,844.47",Goiás,Não Promocional
9/18/2020,3,TipoB,Parceiro5,R$677.03,Bahia,Não Promocional
9/18/2020,4,TipoC,Parceiro5,R$553.99,Goiás,Não Promocional
9/18/2020,4,TipoB,Parceiro8,R$783.24,Alagoas,Não Promocional
9/18/2020,4,TipoA,Parceiro2,"R$1,517.40",Rio Grande do Norte,Não Promocional
9/18/2020,6,TipoB,Parceiro2,R$589.68,Santa Catarina,Não Promocional
9/18/2020,3,TipoB,Parceiro14,"R$2,650.97",Paraná,Não Promocional
9/18/2020,27,TipoB,Parceiro4,"R$1,944.34",Mato Grosso do Sul,Não Promocional
9/18/2020,27,TipoC,Parceiro11,"R$3,171.40",Rio Grande do Sul,Não Promocional
9/18/2020,28,TipoC,Parceiro13,"R$2,894.72",Paraíba,Não Promocional
9/18/2020,26,TipoB,Parceiro12,"R$3,479.62",Bahia,Não Promocional
9/18/2020,23,TipoB,Parceiro12,R$641.35,Amapá,Não Promocional
9/18/2020,7,TipoB,Parceiro5,"R$1,910.07",Amapá,Não Promocional
9/18/2020,18,TipoB,Parceiro7,"R$1,674.74",Minas Gerais,Super Promoção
9/18/2020,10,TipoB,Parceiro13,"R$3,386.69",Minas Gerais,Super Promoção
9/18/2020,21,TipoB,Parceiro13,"R$1,052.03",Rio de Janeiro,Super Promoção
9/18/2020,27,TipoC,Parceiro12,"R$1,049.99",São Paulo,Super Promoção
9/18/2020,16,TipoB,Parceiro15,R$781.33,São Paulo,Super Promoção
9/18/2020,32,TipoC,Parceiro15,"R$3,656.82",Minas Gerais,Super Promoção
9/18/2020,26,TipoC,Parceiro9,"R$1,340.72",Rio de Janeiro,Super Promoção
9/18/2020,19,TipoC,Parceiro15,"R$2,511.47",São Paulo,Super Promoção
9/18/2020,7,TipoC,Parceiro9,R$127.98,Minas Gerais,Super Promoção
9/19/2020,4,TipoA,Parceiro1,"R$1,485.50",Rio de Janeiro,Promocional
9/19/2020,1,TipoB,Parceiro6,"R$1,628.40",São Paulo,Promocional
9/19/2020,2,TipoB,Parceiro5,"R$3,328.70",Rio Grande do Sul,Promocional
9/19/2020,2,TipoB,Parceiro6,"R$2,077.44",Minas Gerais,Promocional
9/19/2020,1,TipoA,Parceiro4,"R$3,733.78",São Paulo,Promocional
9/19/2020,3,TipoA,Parceiro7,"R$3,509.68",Minas Gerais,Promocional
9/19/2020,4,TipoB,Parceiro3,"R$2,668.88",São Paulo,Promocional
9/19/2020,5,TipoB,Parceiro6,R$931.84,São Paulo,Promocional
9/19/2020,2,TipoB,Parceiro3,"R$1,261.31",Minas Gerais,Promocional
9/19/2020,3,TipoB,Parceiro3,"R$1,884.30",Rio de Janeiro,Promocional
9/19/2020,2,TipoA,Parceiro4,R$873.37,São Paulo,Promocional
9/19/2020,1,TipoB,Parceiro2,"R$1,970.88",Minas Gerais,Promocional
9/19/2020,2,TipoB,Parceiro4,"R$1,437.38",Rio Grande do Sul,Promocional
9/19/2020,1,TipoA,Parceiro2,"R$2,802.55",Minas Gerais,Promocional
9/19/2020,3,TipoA,Parceiro6,"R$2,832.43",Minas Gerais,Promocional
9/19/2020,2,TipoA,Parceiro2,R$483.32,Distrito Federal,Promocional
9/19/2020,1,TipoA,Parceiro5,R$277.23,São Paulo,Promocional
9/19/2020,3,TipoB,Parceiro5,"R$3,870.28",Rio de Janeiro,Promocional
9/19/2020,2,TipoB,Parceiro3,"R$1,220.62",São Paulo,Promocional
9/19/2020,3,TipoA,Parceiro1,"R$3,559.63",São Paulo,Promocional
9/19/2020,2,TipoA,Parceiro4,"R$3,069.68",Minas Gerais,Promocional
9/19/2020,5,TipoB,Parceiro3,R$621.07,Minas Gerais,Promocional
9/19/2020,2,TipoA,Parceiro1,"R$3,554.42",Rio Grande do Sul,Promocional
9/19/2020,4,TipoA,Parceiro3,"R$3,490.03",Rio de Janeiro,Promocional
9/19/2020,2,TipoB,Parceiro2,"R$1,060.32",Rio de Janeiro,Não Promocional
9/19/2020,2,TipoB,Parceiro1,R$281.89,Minas Gerais,Não Promocional
9/19/2020,5,TipoB,Parceiro4,"R$1,059.41",Rio de Janeiro,Não Promocional
9/19/2020,3,TipoA,Parceiro4,"R$2,166.66",Rio de Janeiro,Não Promocional
9/19/2020,1,TipoA,Parceiro5,"R$1,522.54",Minas Gerais,Não Promocional
9/19/2020,1,TipoB,Parceiro6,"R$3,887.14",Rio Grande do Sul,Não Promocional
9/19/2020,5,TipoA,Parceiro7,"R$3,475.97",Rio Grande do Sul,Não Promocional
9/19/2020,2,TipoA,Parceiro3,"R$1,158.77",Rio de Janeiro,Não Promocional
9/19/2020,3,TipoA,Parceiro2,R$993.42,São Paulo,Não Promocional
9/19/2020,1,TipoB,Parceiro1,"R$3,708.41",Distrito Federal,Não Promocional
9/19/2020,3,TipoB,Parceiro1,"R$1,516.15",Rio de Janeiro,Não Promocional
9/19/2020,4,TipoB,Parceiro2,"R$1,230.29",Rio Grande do Sul,Não Promocional
9/19/2020,2,TipoB,Parceiro6,"R$2,550.65",São Paulo,Não Promocional
9/19/2020,12,TipoB,Parceiro7,"R$1,544.11",Distrito Federal,Não Promocional
9/19/2020,17,TipoA,Parceiro4,"R$1,571.00",Minas Gerais,Não Promocional
9/19/2020,15,TipoB,Parceiro6,"R$1,686.69",Rio de Janeiro,Não Promocional
9/19/2020,9,TipoB,Parceiro2,"R$3,127.02",Rio de Janeiro,Não Promocional
9/19/2020,14,TipoA,Parceiro5,"R$1,708.91",Distrito Federal,Não Promocional
9/19/2020,7,TipoA,Parceiro4,R$913.82,Acre,Não Promocional
9/19/2020,10,TipoA,Parceiro5,R$810.38,Goiás,Não Promocional
9/19/2020,13,TipoB,Parceiro3,"R$1,983.20",Pará,Não Promocional
9/19/2020,11,TipoB,Parceiro2,"R$3,991.28",Acre,Não Promocional
9/19/2020,13,TipoA,Parceiro2,R$84.53,Paraíba,Não Promocional
9/19/2020,11,TipoA,Parceiro5,"R$3,841.69",Acre,Não Promocional
9/19/2020,15,TipoA,Parceiro7,R$479.35,Roraima,Não Promocional
9/19/2020,11,TipoA,Parceiro4,R$848.80,Bahia,Não Promocional
9/19/2020,15,TipoB,Parceiro2,"R$1,693.59",Paraíba,Não Promocional
9/19/2020,15,TipoA,Parceiro3,"R$2,495.72",Piauí,Não Promocional
9/19/2020,14,TipoA,Parceiro1,"R$3,952.48",Mato Grosso do Sul,Não Promocional
9/19/2020,11,TipoB,Parceiro7,"R$2,382.24",Rio Grande do Norte,Não Promocional
9/19/2020,8,TipoB,Parceiro7,R$782.11,Ceará,Não Promocional
9/19/2020,14,TipoB,Parceiro6,R$684.66,Rio Grande do Sul,Não Promocional
9/19/2020,15,TipoB,Parceiro11,"R$1,859.26",Mato Grosso do Sul,Não Promocional
9/19/2020,9,TipoB,Parceiro8,"R$3,679.63",Alagoas,Não Promocional
9/19/2020,15,TipoB,Parceiro2,R$332.75,Ceará,Não Promocional
9/19/2020,15,TipoA,Parceiro13,"R$2,842.14",Minas Gerais,Não Promocional
9/19/2020,17,TipoA,Parceiro15,"R$3,252.32",Alagoas,Não Promocional
9/19/2020,16,TipoB,Parceiro12,"R$1,289.97",Amapá,Não Promocional
9/19/2020,16,TipoB,Parceiro10,"R$1,470.96",Mato Grosso do Sul,Não Promocional
9/19/2020,8,TipoA,Parceiro12,R$359.70,Acre,Não Promocional
9/19/2020,8,TipoA,Parceiro4,"R$2,299.06",Alagoas,Não Promocional
9/19/2020,14,TipoB,Parceiro8,"R$2,393.72",Rio Grande do Sul,Não Promocional
9/19/2020,11,TipoA,Parceiro2,"R$2,865.21",Amazonas,Não Promocional
9/19/2020,8,TipoB,Parceiro2,"R$1,321.93",Pará,Não Promocional
9/19/2020,12,TipoA,Parceiro14,R$127.80,Espírito Santo,Não Promocional
9/19/2020,17,TipoB,Parceiro2,"R$1,369.95",Rio Grande do Sul,Não Promocional
9/19/2020,13,TipoA,Parceiro2,"R$2,393.68",Pará,Não Promocional
9/19/2020,7,TipoB,Parceiro4,"R$1,245.39",Acre,Não Promocional
9/19/2020,8,TipoB,Parceiro15,"R$2,746.38",Espírito Santo,Não Promocional
9/19/2020,13,TipoA,Parceiro1,"R$2,939.62",Amapá,Não Promocional
9/19/2020,12,TipoB,Parceiro2,"R$3,232.23",Espírito Santo,Não Promocional
9/19/2020,15,TipoA,Parceiro6,"R$3,172.71",Espírito Santo,Não Promocional
9/19/2020,10,TipoA,Parceiro10,"R$2,850.42",Rio de Janeiro,Não Promocional
9/19/2020,10,TipoB,Parceiro15,"R$1,711.94",Acre,Não Promocional
9/19/2020,16,TipoB,Parceiro10,"R$2,377.66",Ceará,Não Promocional
9/19/2020,16,TipoB,Parceiro7,"R$2,999.16",Espírito Santo,Não Promocional
9/19/2020,17,TipoB,Parceiro5,R$142.77,Mato Grosso do Sul,Não Promocional
9/19/2020,14,TipoA,Parceiro3,"R$1,511.13",São Paulo,Não Promocional
9/19/2020,14,TipoB,Parceiro15,"R$1,150.09",Ceará,Não Promocional
9/19/2020,16,TipoA,Parceiro2,R$389.84,São Paulo,Não Promocional
9/19/2020,17,TipoB,Parceiro5,"R$2,842.83",Bahia,Não Promocional
9/19/2020,10,TipoA,Parceiro7,"R$3,910.41",Rio Grande do Sul,Não Promocional
9/19/2020,11,TipoB,Parceiro8,R$607.95,Santa Catarina,Não Promocional
9/19/2020,12,TipoB,Parceiro11,"R$3,783.37",Pará,Não Promocional
9/19/2020,15,TipoB,Parceiro9,"R$2,287.97",Bahia,Não Promocional
9/19/2020,16,TipoB,Parceiro6,"R$2,514.45",Santa Catarina,Não Promocional
9/19/2020,14,TipoB,Parceiro7,R$350.46,Amapá,Não Promocional
9/19/2020,7,TipoB,Parceiro10,"R$2,937.32",Ceará,Não Promocional
9/19/2020,14,TipoB,Parceiro11,"R$1,076.62",Amapá,Não Promocional
9/19/2020,15,TipoB,Parceiro10,R$361.42,Espírito Santo,Não Promocional
9/19/2020,11,TipoA,Parceiro11,"R$2,411.81",Rio de Janeiro,Não Promocional
9/19/2020,7,TipoB,Parceiro9,"R$3,037.21",Amazonas,Não Promocional
9/19/2020,15,TipoC,Parceiro8,R$375.84,Amapá,Não Promocional
9/19/2020,7,TipoB,Parceiro12,"R$1,692.10",Ceará,Não Promocional
9/19/2020,17,TipoB,Parceiro13,R$37.22,Alagoas,Não Promocional
9/19/2020,17,TipoA,Parceiro13,R$185.52,Rio de Janeiro,Não Promocional
9/19/2020,11,TipoA,Parceiro8,"R$1,954.33",Bahia,Não Promocional
9/19/2020,3,TipoC,Parceiro6,"R$3,478.26",Santa Catarina,Não Promocional
9/19/2020,5,TipoA,Parceiro6,"R$3,905.72",Maranhão,Não Promocional
9/19/2020,4,TipoB,Parceiro11,"R$2,779.99",Rio Grande do Sul,Não Promocional
9/19/2020,5,TipoB,Parceiro11,"R$1,340.49",Amazonas,Não Promocional
9/19/2020,6,TipoB,Parceiro13,"R$3,582.25",Goiás,Não Promocional
9/19/2020,4,TipoC,Parceiro6,"R$2,341.87",Piauí,Não Promocional
9/19/2020,5,TipoA,Parceiro6,"R$3,245.86",Espírito Santo,Não Promocional
9/19/2020,4,TipoC,Parceiro5,"R$2,990.34",Alagoas,Não Promocional
9/19/2020,3,TipoB,Parceiro13,"R$1,464.93",Bahia,Não Promocional
9/19/2020,6,TipoB,Parceiro11,"R$1,847.06",Mato Grosso do Sul,Não Promocional
9/19/2020,5,TipoB,Parceiro3,"R$1,269.11",Santa Catarina,Não Promocional
9/19/2020,3,TipoC,Parceiro15,"R$2,103.90",Sergipe,Não Promocional
9/19/2020,4,TipoA,Parceiro5,"R$3,643.44",Distrito Federal,Não Promocional
9/19/2020,3,TipoC,Parceiro6,"R$2,556.65",Goiás,Não Promocional
9/19/2020,3,TipoC,Parceiro8,"R$3,446.85",Distrito Federal,Não Promocional
9/19/2020,6,TipoA,Parceiro3,"R$3,983.28",Distrito Federal,Não Promocional
9/19/2020,6,TipoA,Parceiro4,R$568.26,Roraima,Não Promocional
9/19/2020,4,TipoA,Parceiro5,"R$1,740.32",Goiás,Não Promocional
9/19/2020,3,TipoA,Parceiro13,"R$1,219.29",Pará,Não Promocional
9/19/2020,5,TipoC,Parceiro5,"R$2,773.14",Distrito Federal,Não Promocional
9/19/2020,6,TipoA,Parceiro2,"R$2,517.22",Paraná,Não Promocional
9/19/2020,4,TipoC,Parceiro12,"R$2,078.90",Sergipe,Não Promocional
9/19/2020,3,TipoC,Parceiro12,"R$1,429.88",Paraná,Não Promocional
9/19/2020,6,TipoA,Parceiro6,"R$1,620.68",Goiás,Não Promocional
9/19/2020,4,TipoA,Parceiro5,"R$2,497.02",Distrito Federal,Não Promocional
9/19/2020,4,TipoB,Parceiro5,R$491.23,Roraima,Não Promocional
9/19/2020,5,TipoC,Parceiro15,"R$2,856.66",Mato Grosso do Sul,Não Promocional
9/19/2020,5,TipoA,Parceiro13,R$601.44,Bahia,Não Promocional
9/19/2020,4,TipoA,Parceiro6,"R$3,719.14",Pernambuco,Não Promocional
9/19/2020,3,TipoB,Parceiro8,"R$2,879.35",Roraima,Não Promocional
9/19/2020,6,TipoB,Parceiro8,"R$1,836.84",Mato Grosso do Sul,Não Promocional
9/19/2020,3,TipoB,Parceiro13,R$963.11,Santa Catarina,Não Promocional
9/19/2020,5,TipoB,Parceiro9,"R$2,283.06",Santa Catarina,Não Promocional
9/19/2020,3,TipoB,Parceiro12,"R$1,491.17",Espírito Santo,Não Promocional
9/19/2020,5,TipoC,Parceiro15,"R$1,812.93",Amazonas,Não Promocional
9/19/2020,6,TipoC,Parceiro15,"R$2,217.30",Amazonas,Não Promocional
9/19/2020,4,TipoA,Parceiro14,"R$1,658.96",Pará,Não Promocional
9/19/2020,6,TipoB,Parceiro1,R$74.20,Paraíba,Não Promocional
9/19/2020,4,TipoB,Parceiro14,"R$2,637.15",Tocantins,Não Promocional
9/19/2020,28,TipoB,Parceiro2,"R$2,564.34",Alagoas,Não Promocional
9/19/2020,26,TipoB,Parceiro12,"R$3,226.11",Acre,Não Promocional
9/19/2020,25,TipoA,Parceiro2,"R$3,956.88",Rio Grande do Sul,Não Promocional
9/19/2020,25,TipoC,Parceiro5,"R$3,998.82",Espírito Santo,Não Promocional
9/19/2020,26,TipoA,Parceiro5,"R$1,673.36",Espírito Santo,Não Promocional
9/19/2020,23,TipoC,Parceiro8,"R$2,180.18",Goiás,Não Promocional
9/19/2020,15,TipoA,Parceiro9,R$500.59,Distrito Federal,Não Promocional
9/19/2020,9,TipoC,Parceiro5,"R$1,652.41",Piauí,Não Promocional
9/19/2020,4,TipoC,Parceiro15,R$97.97,Pará,Super Promoção
9/19/2020,24,TipoC,Parceiro5,"R$3,364.71",Pernambuco,Super Promoção
9/19/2020,12,TipoA,Parceiro2,"R$3,313.34",São Paulo,Super Promoção
9/19/2020,3,TipoB,Parceiro1,"R$2,443.03",Rio de Janeiro,Super Promoção
9/19/2020,28,TipoB,Parceiro13,"R$2,887.00",São Paulo,Super Promoção
9/20/2020,1,TipoA,Parceiro5,"R$2,124.28",Distrito Federal,Promocional
9/20/2020,1,TipoA,Parceiro3,R$220.63,Distrito Federal,Promocional
9/20/2020,4,TipoB,Parceiro5,R$462.09,Rio Grande do Sul,Promocional
9/20/2020,3,TipoA,Parceiro6,"R$1,956.98",São Paulo,Promocional
9/20/2020,1,TipoA,Parceiro3,R$796.96,São Paulo,Promocional
9/20/2020,5,TipoB,Parceiro3,"R$3,860.55",Minas Gerais,Promocional
9/20/2020,3,TipoB,Parceiro7,"R$2,756.97",Minas Gerais,Promocional
9/20/2020,1,TipoA,Parceiro4,"R$3,457.00",Distrito Federal,Promocional
9/20/2020,1,TipoB,Parceiro7,"R$1,639.60",Distrito Federal,Promocional
9/20/2020,1,TipoB,Parceiro3,"R$1,165.00",Rio de Janeiro,Promocional
9/20/2020,3,TipoB,Parceiro1,"R$2,959.21",Rio de Janeiro,Promocional
9/20/2020,3,TipoB,Parceiro2,"R$3,909.47",Distrito Federal,Promocional
9/20/2020,2,TipoA,Parceiro6,R$849.47,Rio de Janeiro,Promocional
9/20/2020,4,TipoA,Parceiro6,"R$1,405.03",São Paulo,Promocional
9/20/2020,2,TipoA,Parceiro5,R$519.65,São Paulo,Promocional
9/20/2020,1,TipoA,Parceiro5,"R$3,849.03",Rio de Janeiro,Promocional
9/20/2020,3,TipoB,Parceiro1,"R$1,867.95",Minas Gerais,Promocional
9/20/2020,1,TipoA,Parceiro5,R$960.79,Rio Grande do Sul,Promocional
9/20/2020,2,TipoB,Parceiro5,R$516.90,Rio de Janeiro,Não Promocional
9/20/2020,4,TipoA,Parceiro1,"R$3,416.51",Distrito Federal,Não Promocional
9/20/2020,1,TipoB,Parceiro3,"R$2,664.07",Distrito Federal,Não Promocional
9/20/2020,2,TipoA,Parceiro6,"R$3,833.86",Minas Gerais,Não Promocional
9/20/2020,2,TipoA,Parceiro3,"R$1,701.32",Rio de Janeiro,Não Promocional
9/20/2020,1,TipoA,Parceiro2,"R$1,014.61",Rio Grande do Sul,Não Promocional
9/20/2020,1,TipoA,Parceiro1,"R$3,956.05",São Paulo,Não Promocional
9/20/2020,1,TipoB,Parceiro2,"R$3,159.40",Minas Gerais,Não Promocional
9/20/2020,1,TipoA,Parceiro2,"R$1,209.64",Rio Grande do Sul,Não Promocional
9/20/2020,3,TipoB,Parceiro6,R$605.50,Distrito Federal,Não Promocional
9/20/2020,2,TipoA,Parceiro4,"R$2,524.12",Minas Gerais,Não Promocional
9/20/2020,7,TipoA,Parceiro2,"R$2,911.60",Minas Gerais,Não Promocional
9/20/2020,12,TipoB,Parceiro7,"R$3,915.24",Distrito Federal,Não Promocional
9/20/2020,17,TipoB,Parceiro6,"R$2,538.08",São Paulo,Não Promocional
9/20/2020,8,TipoB,Parceiro4,"R$3,518.97",São Paulo,Não Promocional
9/20/2020,9,TipoA,Parceiro3,R$56.89,Distrito Federal,Não Promocional
9/20/2020,10,TipoB,Parceiro1,"R$2,111.43",Roraima,Não Promocional
9/20/2020,12,TipoB,Parceiro2,"R$3,873.42",Rio Grande do Sul,Não Promocional
9/20/2020,16,TipoA,Parceiro7,"R$3,538.06",Distrito Federal,Não Promocional
9/20/2020,8,TipoB,Parceiro7,"R$3,438.27",Pará,Não Promocional
9/20/2020,11,TipoB,Parceiro2,"R$2,188.58",Mato Grosso do Sul,Não Promocional
9/20/2020,10,TipoA,Parceiro5,"R$2,073.00",Amapá,Não Promocional
9/20/2020,12,TipoB,Parceiro1,"R$3,838.73",Espírito Santo,Não Promocional
9/20/2020,12,TipoA,Parceiro4,"R$1,910.63",Sergipe,Não Promocional
9/20/2020,17,TipoB,Parceiro1,R$518.46,Ceará,Não Promocional
9/20/2020,11,TipoA,Parceiro2,"R$1,249.19",Santa Catarina,Não Promocional
9/20/2020,8,TipoB,Parceiro5,"R$3,025.04",São Paulo,Não Promocional
9/20/2020,12,TipoA,Parceiro6,"R$1,862.69",Alagoas,Não Promocional
9/20/2020,10,TipoA,Parceiro13,"R$1,335.93",Santa Catarina,Não Promocional
9/20/2020,9,TipoA,Parceiro10,"R$1,852.29",São Paulo,Não Promocional
9/20/2020,15,TipoB,Parceiro10,R$622.64,São Paulo,Não Promocional
9/20/2020,7,TipoB,Parceiro15,R$727.50,São Paulo,Não Promocional
9/20/2020,8,TipoA,Parceiro7,R$962.81,Espírito Santo,Não Promocional
9/20/2020,10,TipoB,Parceiro13,R$266.36,São Paulo,Não Promocional
9/20/2020,7,TipoB,Parceiro12,"R$2,169.11",Mato Grosso do Sul,Não Promocional
9/20/2020,12,TipoA,Parceiro4,"R$2,622.65",Espírito Santo,Não Promocional
9/20/2020,14,TipoB,Parceiro9,"R$1,061.15",Rio Grande do Sul,Não Promocional
9/20/2020,14,TipoA,Parceiro2,"R$2,905.97",Santa Catarina,Não Promocional
9/20/2020,7,TipoA,Parceiro7,"R$1,343.60",Acre,Não Promocional
9/20/2020,12,TipoA,Parceiro3,"R$1,909.03",Distrito Federal,Não Promocional
9/20/2020,8,TipoA,Parceiro7,R$498.83,Rio de Janeiro,Não Promocional
9/20/2020,11,TipoB,Parceiro1,R$245.75,Pará,Não Promocional
9/20/2020,14,TipoB,Parceiro7,"R$1,060.36",Acre,Não Promocional
9/20/2020,17,TipoA,Parceiro6,R$340.39,Minas Gerais,Não Promocional
9/20/2020,9,TipoB,Parceiro10,"R$3,807.16",Distrito Federal,Não Promocional
9/20/2020,17,TipoB,Parceiro1,R$406.10,São Paulo,Não Promocional
9/20/2020,13,TipoA,Parceiro2,"R$1,263.42",Pará,Não Promocional
9/20/2020,11,TipoA,Parceiro3,R$684.54,Rio Grande do Sul,Não Promocional
9/20/2020,9,TipoA,Parceiro10,"R$3,743.47",Mato Grosso do Sul,Não Promocional
9/20/2020,17,TipoA,Parceiro11,"R$3,529.18",Amazonas,Não Promocional
9/20/2020,11,TipoA,Parceiro6,"R$3,064.67",Amazonas,Não Promocional
9/20/2020,16,TipoB,Parceiro7,"R$1,206.85",Amazonas,Não Promocional
9/20/2020,10,TipoB,Parceiro7,R$977.36,Minas Gerais,Não Promocional
9/20/2020,15,TipoB,Parceiro10,R$638.85,Ceará,Não Promocional
9/20/2020,17,TipoB,Parceiro7,"R$2,387.44",Acre,Não Promocional
9/20/2020,10,TipoA,Parceiro13,"R$1,516.67",Espírito Santo,Não Promocional
9/20/2020,9,TipoC,Parceiro6,"R$1,169.52",Amazonas,Não Promocional
9/20/2020,10,TipoC,Parceiro9,"R$1,812.95",Minas Gerais,Não Promocional
9/20/2020,12,TipoA,Parceiro5,"R$3,576.99",Alagoas,Não Promocional
9/20/2020,11,TipoA,Parceiro6,"R$3,757.50",Mato Grosso do Sul,Não Promocional
9/20/2020,17,TipoB,Parceiro9,R$256.56,Distrito Federal,Não Promocional
9/20/2020,8,TipoC,Parceiro6,R$477.17,Rio Grande do Sul,Não Promocional
9/20/2020,10,TipoB,Parceiro6,"R$2,289.18",Mato Grosso do Sul,Não Promocional
9/20/2020,14,TipoC,Parceiro6,"R$1,076.07",Rio de Janeiro,Não Promocional
9/20/2020,6,TipoC,Parceiro5,"R$2,216.12",Amazonas,Não Promocional
9/20/2020,4,TipoB,Parceiro6,"R$3,529.00",Piauí,Não Promocional
9/20/2020,5,TipoC,Parceiro9,R$168.55,Rio Grande do Sul,Não Promocional
9/20/2020,6,TipoC,Parceiro6,R$870.29,Sergipe,Não Promocional
9/20/2020,4,TipoB,Parceiro8,R$898.55,Paraná,Não Promocional
9/20/2020,5,TipoB,Parceiro5,"R$3,245.71",Goiás,Não Promocional
9/20/2020,6,TipoB,Parceiro8,"R$2,276.26",Alagoas,Não Promocional
9/20/2020,4,TipoB,Parceiro5,"R$1,920.06",Rio de Janeiro,Não Promocional
9/20/2020,4,TipoA,Parceiro15,"R$2,705.92",Sergipe,Não Promocional
9/20/2020,5,TipoB,Parceiro5,"R$3,441.32",Goiás,Não Promocional
9/20/2020,4,TipoC,Parceiro10,"R$1,819.28",Paraíba,Não Promocional
9/20/2020,5,TipoA,Parceiro15,R$948.47,Goiás,Não Promocional
9/20/2020,5,TipoB,Parceiro1,R$524.50,Paraná,Não Promocional
9/20/2020,4,TipoB,Parceiro4,"R$2,176.79",Santa Catarina,Não Promocional
9/20/2020,4,TipoC,Parceiro8,R$977.33,Sergipe,Não Promocional
9/20/2020,3,TipoA,Parceiro9,R$588.42,Distrito Federal,Não Promocional
9/20/2020,6,TipoB,Parceiro11,R$450.09,Acre,Não Promocional
9/20/2020,4,TipoC,Parceiro4,"R$2,164.62",Roraima,Não Promocional
9/20/2020,4,TipoB,Parceiro15,"R$1,521.50",São Paulo,Não Promocional
9/20/2020,4,TipoA,Parceiro7,R$407.06,Paraíba,Não Promocional
9/20/2020,5,TipoC,Parceiro13,R$39.85,Mato Grosso,Não Promocional
9/20/2020,6,TipoC,Parceiro9,"R$2,187.72",Pernambuco,Não Promocional
9/20/2020,4,TipoC,Parceiro8,"R$2,155.21",Paraíba,Não Promocional
9/20/2020,4,TipoA,Parceiro12,"R$1,411.12",Rio Grande do Norte,Não Promocional
